Anglo-America,2017-01-01,14378.00000,24573.00000,58.51,1
Europe,2017-01-01,7039.00000,24573.00000,28.65,2
Latin-America,2017-01-01,2202.00000,24573.00000,8.96,3
Oceania,2017-01-01,788.00000,24573.00000,3.21,4
Asia,2017-01-01,101.00000,24573.00000,0.41,5
Africa,2017-01-01,65.00000,24573.00000,0.26,6
Anglo-America,2017-01-02,13914.00000,24546.00000,56.69,1
Europe,2017-01-02,7569.00000,24546.00000,30.84,2
Latin-America,2017-01-02,2109.00000,24546.00000,8.59,3
Oceania,2017-01-02,788.00000,24546.00000,3.21,4
Asia,2017-01-02,101.00000,24546.00000,0.41,5
Africa,2017-01-02,65.00000,24546.00000,0.26,6
Anglo-America,2017-01-03,14208.00000,24740.00000,57.43,1
Europe,2017-01-03,7374.00000,24740.00000,29.81,2
Latin-America,2017-01-03,2063.00000,24740.00000,8.34,3
Oceania,2017-01-03,929.00000,24740.00000,3.76,4
Asia,2017-01-03,101.00000,24740.00000,0.41,5
Africa,2017-01-03,65.00000,24740.00000,0.26,6
Anglo-America,2017-01-04,14221.00000,24863.00000,57.20,1
Europe,2017-01-04,7484.00000,24863.00000,30.10,2
Latin-America,2017-01-04,2063.00000,24863.00000,8.30,3
Oceania,2017-01-04,929.00000,24863.00000,3.74,4
Asia,2017-01-04,101.00000,24863.00000,0.41,5
Africa,2017-01-04,65.00000,24863.00000,0.26,6
Anglo-America,2017-01-05,14271.00000,24797.00000,57.55,1
Europe,2017-01-05,7368.00000,24797.00000,29.71,2
Latin-America,2017-01-05,2063.00000,24797.00000,8.32,3
Oceania,2017-01-05,929.00000,24797.00000,3.75,4
Asia,2017-01-05,101.00000,24797.00000,0.41,5
Africa,2017-01-05,65.00000,24797.00000,0.26,6
Anglo-America,2017-01-06,14009.00000,25403.00000,55.15,1
Europe,2017-01-06,8208.00000,25403.00000,32.31,2
Latin-America,2017-01-06,2010.00000,25403.00000,7.91,3
Oceania,2017-01-06,1010.00000,25403.00000,3.98,4
Asia,2017-01-06,101.00000,25403.00000,0.40,5
Africa,2017-01-06,65.00000,25403.00000,0.26,6
Anglo-America,2017-01-07,14134.00000,25472.00000,55.49,1
Europe,2017-01-07,8112.00000,25472.00000,31.85,2
Latin-America,2017-01-07,2131.00000,25472.00000,8.37,3
Oceania,2017-01-07,929.00000,25472.00000,3.65,4
Asia,2017-01-07,101.00000,25472.00000,0.40,5
Africa,2017-01-07,65.00000,25472.00000,0.26,6
Anglo-America,2017-01-08,14231.00000,25628.00000,55.53,1
Europe,2017-01-08,8239.00000,25628.00000,32.15,2
Latin-America,2017-01-08,2063.00000,25628.00000,8.05,3
Oceania,2017-01-08,929.00000,25628.00000,3.62,4
Asia,2017-01-08,101.00000,25628.00000,0.39,5
Africa,2017-01-08,65.00000,25628.00000,0.25,6
Anglo-America,2017-01-09,14293.00000,25771.00000,55.46,1
Europe,2017-01-09,8405.00000,25771.00000,32.61,2
Latin-America,2017-01-09,2010.00000,25771.00000,7.80,3
Oceania,2017-01-09,897.00000,25771.00000,3.48,4
Asia,2017-01-09,101.00000,25771.00000,0.39,5
Africa,2017-01-09,65.00000,25771.00000,0.25,6
Anglo-America,2017-01-10,14384.00000,25779.00000,55.80,1
Europe,2017-01-10,8237.00000,25779.00000,31.95,2
Latin-America,2017-01-10,2063.00000,25779.00000,8.00,3
Oceania,2017-01-10,929.00000,25779.00000,3.60,4
Asia,2017-01-10,101.00000,25779.00000,0.39,5
Africa,2017-01-10,65.00000,25779.00000,0.25,6
Anglo-America,2017-01-11,14393.00000,25771.00000,55.85,1
Europe,2017-01-11,8220.00000,25771.00000,31.90,2
Latin-America,2017-01-11,2063.00000,25771.00000,8.01,3
Oceania,2017-01-11,929.00000,25771.00000,3.60,4
Asia,2017-01-11,101.00000,25771.00000,0.39,5
Africa,2017-01-11,65.00000,25771.00000,0.25,6
Anglo-America,2017-01-12,14462.00000,25799.00000,56.06,1
Europe,2017-01-12,8179.00000,25799.00000,31.70,2
Latin-America,2017-01-12,2063.00000,25799.00000,8.00,3
Oceania,2017-01-12,929.00000,25799.00000,3.60,4
Asia,2017-01-12,101.00000,25799.00000,0.39,5
Africa,2017-01-12,65.00000,25799.00000,0.25,6
Anglo-America,2017-01-13,14513.00000,26259.00000,55.27,1
Europe,2017-01-13,8717.00000,26259.00000,33.20,2
Latin-America,2017-01-13,2010.00000,26259.00000,7.65,3
Oceania,2017-01-13,853.00000,26259.00000,3.25,4
Asia,2017-01-13,101.00000,26259.00000,0.38,5
Africa,2017-01-13,65.00000,26259.00000,0.25,6
Anglo-America,2017-01-14,14614.00000,26512.00000,55.12,1
Europe,2017-01-14,8504.00000,26512.00000,32.08,2
Latin-America,2017-01-14,2331.00000,26512.00000,8.79,3
Oceania,2017-01-14,897.00000,26512.00000,3.38,4
Asia,2017-01-14,101.00000,26512.00000,0.38,5
Africa,2017-01-14,65.00000,26512.00000,0.25,6
Anglo-America,2017-01-15,14871.00000,26588.00000,55.93,1
Europe,2017-01-15,8323.00000,26588.00000,31.30,2
Latin-America,2017-01-15,2331.00000,26588.00000,8.77,3
Oceania,2017-01-15,897.00000,26588.00000,3.37,4
Asia,2017-01-15,101.00000,26588.00000,0.38,5
Africa,2017-01-15,65.00000,26588.00000,0.24,6
Anglo-America,2017-01-16,14932.00000,26596.00000,56.14,1
Europe,2017-01-16,8338.00000,26596.00000,31.35,2
Latin-America,2017-01-16,2263.00000,26596.00000,8.51,3
Oceania,2017-01-16,897.00000,26596.00000,3.37,4
Asia,2017-01-16,101.00000,26596.00000,0.38,5
Africa,2017-01-16,65.00000,26596.00000,0.24,6
Anglo-America,2017-01-17,15315.00000,26966.00000,56.79,1
Europe,2017-01-17,8301.00000,26966.00000,30.78,2
Latin-America,2017-01-17,2331.00000,26966.00000,8.64,3
Oceania,2017-01-17,853.00000,26966.00000,3.16,4
Asia,2017-01-17,101.00000,26966.00000,0.37,5
Africa,2017-01-17,65.00000,26966.00000,0.24,6
Anglo-America,2017-01-18,15216.00000,26786.00000,56.81,1
Europe,2017-01-18,8220.00000,26786.00000,30.69,2
Latin-America,2017-01-18,2331.00000,26786.00000,8.70,3
Oceania,2017-01-18,853.00000,26786.00000,3.18,4
Asia,2017-01-18,101.00000,26786.00000,0.38,5
Africa,2017-01-18,65.00000,26786.00000,0.24,6
Anglo-America,2017-01-19,15364.00000,26768.00000,57.40,1
Europe,2017-01-19,8180.00000,26768.00000,30.56,2
Latin-America,2017-01-19,2205.00000,26768.00000,8.24,3
Oceania,2017-01-19,853.00000,26768.00000,3.19,4
Asia,2017-01-19,101.00000,26768.00000,0.38,5
Africa,2017-01-19,65.00000,26768.00000,0.24,6
Anglo-America,2017-01-20,15546.00000,26716.00000,58.19,1
Europe,2017-01-20,7723.00000,26716.00000,28.91,2
Latin-America,2017-01-20,2500.00000,26716.00000,9.36,3
Oceania,2017-01-20,817.00000,26716.00000,3.06,4
Asia,2017-01-20,65.00000,26716.00000,0.24,5
Africa,2017-01-20,65.00000,26716.00000,0.24,5
Anglo-America,2017-01-21,15493.00000,26838.00000,57.73,1
Europe,2017-01-21,7826.00000,26838.00000,29.16,2
Latin-America,2017-01-21,2500.00000,26838.00000,9.32,3
Oceania,2017-01-21,853.00000,26838.00000,3.18,4
Asia,2017-01-21,101.00000,26838.00000,0.38,5
Africa,2017-01-21,65.00000,26838.00000,0.24,6
Anglo-America,2017-01-22,15479.00000,26983.00000,57.37,1
Europe,2017-01-22,7941.00000,26983.00000,29.43,2
Latin-America,2017-01-22,2500.00000,26983.00000,9.27,3
Oceania,2017-01-22,897.00000,26983.00000,3.32,4
Asia,2017-01-22,101.00000,26983.00000,0.37,5
Africa,2017-01-22,65.00000,26983.00000,0.24,6
Anglo-America,2017-01-23,15457.00000,26790.00000,57.70,1
Europe,2017-01-23,7968.00000,26790.00000,29.74,2
Latin-America,2017-01-23,2374.00000,26790.00000,8.86,3
Oceania,2017-01-23,861.00000,26790.00000,3.21,4
Asia,2017-01-23,65.00000,26790.00000,0.24,5
Africa,2017-01-23,65.00000,26790.00000,0.24,5
Anglo-America,2017-01-24,15655.00000,27020.00000,57.94,1
Europe,2017-01-24,8044.00000,27020.00000,29.77,2
Latin-America,2017-01-24,2374.00000,27020.00000,8.79,3
Oceania,2017-01-24,817.00000,27020.00000,3.02,4
Asia,2017-01-24,65.00000,27020.00000,0.24,5
Africa,2017-01-24,65.00000,27020.00000,0.24,5
Anglo-America,2017-01-25,15505.00000,26977.00000,57.47,1
Europe,2017-01-25,7920.00000,26977.00000,29.36,2
Latin-America,2017-01-25,2489.00000,26977.00000,9.23,3
Oceania,2017-01-25,897.00000,26977.00000,3.33,4
Asia,2017-01-25,101.00000,26977.00000,0.37,5
Africa,2017-01-25,65.00000,26977.00000,0.24,6
Anglo-America,2017-01-26,15405.00000,26870.00000,57.33,1
Europe,2017-01-26,7913.00000,26870.00000,29.45,2
Latin-America,2017-01-26,2489.00000,26870.00000,9.26,3
Oceania,2017-01-26,897.00000,26870.00000,3.34,4
Asia,2017-01-26,101.00000,26870.00000,0.38,5
Africa,2017-01-26,65.00000,26870.00000,0.24,6
Anglo-America,2017-01-27,15638.00000,26860.00000,58.22,1
Europe,2017-01-27,7830.00000,26860.00000,29.15,2
Latin-America,2017-01-27,2489.00000,26860.00000,9.27,3
Oceania,2017-01-27,737.00000,26860.00000,2.74,4
Asia,2017-01-27,101.00000,26860.00000,0.38,5
Africa,2017-01-27,65.00000,26860.00000,0.24,6
Anglo-America,2017-01-28,15442.00000,26970.00000,57.26,1
Europe,2017-01-28,7874.00000,26970.00000,29.20,2
Latin-America,2017-01-28,2635.00000,26970.00000,9.77,3
Oceania,2017-01-28,853.00000,26970.00000,3.16,4
Asia,2017-01-28,101.00000,26970.00000,0.37,5
Africa,2017-01-28,65.00000,26970.00000,0.24,6
Anglo-America,2017-01-29,15607.00000,27194.00000,57.39,1
Europe,2017-01-29,8055.00000,27194.00000,29.62,2
Latin-America,2017-01-29,2629.00000,27194.00000,9.67,3
Oceania,2017-01-29,737.00000,27194.00000,2.71,4
Asia,2017-01-29,101.00000,27194.00000,0.37,5
Africa,2017-01-29,65.00000,27194.00000,0.24,6
Anglo-America,2017-01-30,15413.00000,26907.00000,57.28,1
Europe,2017-01-30,8093.00000,26907.00000,30.08,2
Latin-America,2017-01-30,2489.00000,26907.00000,9.25,3
Oceania,2017-01-30,737.00000,26907.00000,2.74,4
Asia,2017-01-30,110.00000,26907.00000,0.41,5
Africa,2017-01-30,65.00000,26907.00000,0.24,6
Anglo-America,2017-01-31,15554.00000,27062.00000,57.48,1
Europe,2017-01-31,8107.00000,27062.00000,29.96,2
Latin-America,2017-01-31,2489.00000,27062.00000,9.20,3
Oceania,2017-01-31,737.00000,27062.00000,2.72,4
Asia,2017-01-31,110.00000,27062.00000,0.41,5
Africa,2017-01-31,65.00000,27062.00000,0.24,6
Anglo-America,2017-02-01,15548.00000,27077.00000,57.42,1
Europe,2017-02-01,8123.00000,27077.00000,30.00,2
Latin-America,2017-02-01,2503.00000,27077.00000,9.24,3
Oceania,2017-02-01,737.00000,27077.00000,2.72,4
Asia,2017-02-01,101.00000,27077.00000,0.37,5
Africa,2017-02-01,65.00000,27077.00000,0.24,6
Anglo-America,2017-02-02,15876.00000,27333.00000,58.08,1
Europe,2017-02-02,8051.00000,27333.00000,29.46,2
Latin-America,2017-02-02,2503.00000,27333.00000,9.16,3
Oceania,2017-02-02,737.00000,27333.00000,2.70,4
Asia,2017-02-02,101.00000,27333.00000,0.37,5
Africa,2017-02-02,65.00000,27333.00000,0.24,6
Anglo-America,2017-02-03,16423.00000,27414.00000,59.91,1
Europe,2017-02-03,7720.00000,27414.00000,28.16,2
Latin-America,2017-02-03,2440.00000,27414.00000,8.90,3
Oceania,2017-02-03,701.00000,27414.00000,2.56,4
Asia,2017-02-03,65.00000,27414.00000,0.24,5
Africa,2017-02-03,65.00000,27414.00000,0.24,5
Anglo-America,2017-02-04,16355.00000,27452.00000,59.58,1
Europe,2017-02-04,7631.00000,27452.00000,27.80,2
Latin-America,2017-02-04,2635.00000,27452.00000,9.60,3
Oceania,2017-02-04,701.00000,27452.00000,2.55,4
