BoyWithUke,2,226,2021-12-12,2021-12-13,33
BoyWithUke,2,226,2021-12-19,2021-12-20,45
BoyWithUke,2,226,2021-12-26,2021-12-27,30
BoyWithUke,2,226,2022-01-01,2022-01-02,35
BoyWithUke,2,226,2022-01-08,2022-01-09,48
BoyWithUke,2,226,2022-01-29,2022-01-30,29
BoyWithUke,2,226,2022-02-05,2022-02-06,31
BoyWithUke,2,226,2022-02-23,2022-02-24,41
BoyWithUke,2,226,2022-02-26,2022-02-27,40
BoyWithUke,2,226,2022-03-05,2022-03-06,53
BoyWithUke,2,226,2022-03-12,2022-03-13,62
BoyWithUke,2,226,2022-04-30,2022-05-01,89
Chris Brown,2,226,2019-01-18,2019-01-19,101
Chris Brown,2,226,2019-01-21,2019-01-22,78
Chris Brown,2,226,2019-01-30,2019-01-31,71
Coi Leray,2,226,2023-01-27,2023-01-28,90
J Balvin,2,226,2022-01-14,2022-01-15,147
J Balvin,2,226,2021-12-20,2021-12-21,132
J Balvin,2,226,2021-12-06,2021-12-07,116
Clairo,2,226,2021-02-07,2021-02-08,147
Clairo,2,226,2021-01-31,2021-02-01,141
Clairo,2,226,2021-01-24,2021-01-25,133
Clairo,2,226,2020-12-20,2020-12-21,131
Clairo,2,226,2020-12-13,2020-12-14,120
Clairo,2,226,2020-12-06,2020-12-07,92
Clairo,2,226,2020-11-22,2020-11-23,62
Clairo,2,226,2020-11-15,2020-11-16,44
Clairo,2,226,2020-11-11,2020-11-12,47
Clairo,2,226,2020-11-08,2020-11-09,51
David Guetta,2,226,2017-09-01,2017-09-02,14
Clairo,2,226,2020-10-11,2020-10-12,62
Kontra K,2,226,2020-07-13,2020-07-14,118
Summer Walker,2,226,2019-03-26,2019-10-04,50
Os Barões Da Pisadinha,2,226,2020-11-13,2020-11-14,90
French Montana,2,226,2017-09-22,2017-09-23,9
Drake,2,226,2023-03-19,2023-03-20,55
Sebastian Yatra,2,226,2019-04-15,2019-04-16,71
Sebastian Yatra,2,226,2019-04-24,2019-04-25,80
Lil Nas X,2,225,2020-01-11,2020-01-12,61
Becky G,2,224,2018-09-01,2018-09-02,39
TWICE,2,224,2021-12-12,2021-12-13,114
Shawn Mendes,2,224,2019-02-16,2019-02-17,103
Idina Menzel,2,224,2017-12-24,2017-12-25,88
SZA,2,224,2022-02-05,2022-02-06,29
SZA,2,224,2021-12-26,2021-12-27,16
TWICE,2,224,2021-12-19,2021-12-20,134
TWICE,2,224,2022-01-02,2022-01-03,113
Shawn Mendes,2,224,2019-02-10,2019-02-11,103
Idina Menzel,2,224,2021-12-24,2021-12-25,89
TWICE,2,224,2022-01-09,2022-01-10,142
Alessia Cara,2,224,2017-05-14,2017-05-15,28
Alessia Cara,2,224,2017-06-12,2017-06-13,37
Idina Menzel,2,224,2020-12-06,2020-12-19,160
Stephanie Beatriz,2,224,2022-02-12,2022-02-13,8
Raí Saia Rodada,2,224,2021-05-08,2021-05-09,90
Becky G,2,224,2018-09-29,2018-09-30,49
SZA,2,224,2022-03-10,2022-03-11,36
Shawn Mendes,2,224,2019-03-02,2019-03-03,112
TWICE,2,224,2021-11-28,2021-11-29,85
Queen,2,223,2021-04-30,2021-05-01,111
Rauw Alejandro,2,222,2021-03-17,2021-03-18,59
Sam Smith,2,222,2022-11-05,2022-11-06,2
Glass Animals,2,222,2023-04-29,2023-04-30,76
Glass Animals,2,222,2023-05-03,2023-05-04,86
Glass Animals,2,222,2023-05-27,2023-05-28,59
Lewis Capaldi,2,222,2020-09-27,2020-09-28,26
Beyoncé,2,222,2019-07-11,2019-07-12,100
Sia,2,222,2017-03-14,2017-03-15,125
Don Toliver,2,222,2020-08-04,2020-08-05,122
Don Toliver,2,222,2020-08-01,2020-08-02,123
Don Toliver,2,222,2020-07-18,2020-07-19,94
Ashnikko,2,222,2021-05-02,2021-05-03,97
Rauw Alejandro,2,222,2021-03-23,2021-03-24,66
Lewis Capaldi,2,222,2020-05-30,2020-05-31,25
Ashnikko,2,222,2021-05-09,2021-05-10,118
Jhay Cortez,2,222,2021-07-07,2021-07-08,31
Queen,2,222,2019-11-27,2019-11-28,82
Ashnikko,2,222,2021-05-16,2021-05-17,124
Ashnikko,2,222,2021-06-06,2021-06-07,179
Alessia Cara,2,222,2018-06-20,2018-06-21,111
Dermot Kennedy,2,222,2019-11-03,2019-11-04,95
Dermot Kennedy,2,222,2019-10-27,2019-10-28,109
Alessia Cara,2,222,2018-06-24,2018-06-25,148
Glass Animals,2,222,2023-04-15,2023-04-16,7
Bazzi,2,222,2019-08-11,2019-08-12,44
Ray Parker Jr.,2,222,2022-10-30,2022-10-31,30
Don Toliver,2,222,2020-08-29,2020-08-30,114
Bad Bunny,2,222,2019-05-16,2019-05-17,8
Ashnikko,2,222,2021-04-18,2021-04-19,88
Don Toliver,2,222,2020-09-05,2020-09-06,121
Glass Animals,2,222,2023-04-22,2023-04-23,82
Rauw Alejandro,2,222,2021-04-03,2021-04-04,68
Don Toliver,2,222,2020-09-12,2020-09-13,121
Don Toliver,2,222,2020-08-08,2020-08-09,120
Ashnikko,2,222,2021-04-25,2021-04-26,86
Queen,2,222,2019-11-20,2019-11-21,84
Ray Parker Jr.,2,222,2021-10-30,2021-10-31,27
Travis Scott,2,222,2019-04-22,2019-04-23,31
Dermot Kennedy,2,222,2019-10-20,2019-10-21,97
ZAYN,2,222,2020-01-08,2020-09-25,26
Queen,2,222,2019-09-25,2019-09-26,75
Lewis Capaldi,2,222,2020-07-25,2020-07-26,43
Lewis Capaldi,2,222,2020-10-25,2020-10-26,22
PEDRO SAMPAIO,2,222,2021-12-10,2021-12-11,118
Sia,2,222,2017-03-17,2017-03-18,121
Anne-Marie,2,220,2019-10-22,2019-10-23,61
Os Barões Da Pisadinha,2,220,2020-11-20,2020-11-21,126
Selena Gomez,2,220,2021-07-07,2021-07-08,111
Selena Gomez,2,220,2021-04-03,2021-04-04,37
Machine Gun Kelly,2,220,2021-05-09,2021-05-10,136
Machine Gun Kelly,2,220,2021-06-06,2021-06-07,156
Tory Lanez,2,220,2020-04-27,2020-04-28,178
Migos,2,220,2018-04-01,2018-04-02,31
Migos,2,220,2018-03-18,2018-03-19,21
Queen,2,220,2021-05-05,2021-05-06,138
Machine Gun Kelly,2,220,2021-05-16,2021-05-17,154
Machine Gun Kelly,2,220,2021-04-22,2021-04-23,164
Machine Gun Kelly,2,220,2021-06-20,2021-06-21,169
Machine Gun Kelly,2,220,2021-04-18,2021-04-19,166
Machine Gun Kelly,2,220,2021-04-05,2021-04-06,153
Machine Gun Kelly,2,220,2021-03-21,2021-03-22,169
Anne-Marie,2,220,2019-10-27,2019-10-28,79
Queen,2,220,2021-04-27,2021-04-28,138
Anne-Marie,2,220,2019-10-16,2019-10-17,40
Anne-Marie,2,220,2019-10-13,2019-10-14,40
Anne-Marie,2,220,2019-10-06,2019-10-07,40
Anne-Marie,2,220,2019-09-16,2019-09-17,37
Anne-Marie,2,220,2019-09-02,2019-09-03,26
Machine Gun Kelly,2,220,2021-02-21,2021-02-22,135
Machine Gun Kelly,2,220,2021-02-08,2021-02-09,80
Anne-Marie,2,220,2019-08-14,2019-08-15,36
Selena Gomez,2,220,2021-03-26,2021-03-27,30
Ivan Cornejo,2,220,2021-11-01,2021-11-02,164
ITZY,2,220,2021-10-17,2021-10-18,152
Queen,2,220,2021-07-28,2021-07-29,145
Ivan Cornejo,2,220,2021-10-24,2021-10-25,105
Bruno Mars,2,220,2021-03-15,2021-03-16,4
Machine Gun Kelly,2,220,2021-01-24,2021-01-25,94
Marshmello,2,220,2019-06-08,2019-06-09,34
Marshmello,2,220,2019-06-12,2019-06-13,36
ITZY,2,220,2021-10-10,2021-10-11,105
ITZY,2,220,2021-10-03,2021-10-04,84
Queen,2,220,2021-07-17,2021-07-18,130
Machine Gun Kelly,2,220,2020-12-20,2020-12-21,162
Jhay Cortez,2,220,2021-05-15,2021-05-16,10
Machine Gun Kelly,2,220,2020-12-14,2020-12-15,145
Machine Gun Kelly,2,220,2020-12-06,2020-12-07,138
Machine Gun Kelly,2,220,2020-11-16,2020-11-17,86
Machine Gun Kelly,2,220,2020-10-26,2020-10-27,61
blackbear,2,220,2017-04-17,2017-04-18,120
Selena Gomez,2,220,2021-07-12,2021-07-13,157
SEVENTEEN,2,220,2023-05-14,2023-05-15,169
SEVENTEEN,2,220,2023-05-07,2023-05-08,104
SEVENTEEN,2,220,2023-04-24,2023-04-25,52
Queen,2,220,2021-07-13,2021-07-14,137
Queen,2,220,2021-06-26,2021-06-27,147
Farruko,2,220,2019-05-10,2019-05-11,24
Farruko,2,220,2019-05-21,2019-05-22,34
Farruko,2,220,2019-05-24,2019-05-25,26
Farruko,2,220,2019-06-01,2019-06-02,25
Farruko,2,220,2019-06-07,2019-06-08,28
Farruko,2,220,2019-06-15,2019-06-16,31
Farruko,2,220,2019-06-19,2019-06-20,42
Farruko,2,220,2019-06-22,2019-06-23,40
Queen,2,220,2021-06-23,2021-06-24,146
Keala Settle,2,220,2018-02-04,2018-02-05,33
Keala Settle,2,220,2018-01-21,2018-01-22,27
Keala Settle,2,220,2018-01-10,2018-01-11,42
Keala Settle,2,220,2018-01-07,2018-01-08,49
Farruko,2,220,2019-07-03,2019-07-04,45
Queen,2,220,2021-06-12,2021-06-13,128
blackbear,2,220,2017-06-07,2017-06-08,88
Apache 207,2,220,2020-01-03,2020-01-04,155
blackbear,2,220,2017-06-24,2017-06-25,162
blackbear,2,220,2017-07-01,2017-07-02,168
blackbear,2,220,2017-07-15,2017-07-16,141
blackbear,2,220,2017-07-25,2017-07-26,146
Queen,2,220,2021-06-09,2021-06-10,141
blackbear,2,220,2017-07-29,2017-07-30,140
Queen,2,220,2021-06-02,2021-06-03,138
Queen,2,220,2021-05-19,2021-05-20,138
Apache 207,2,220,2019-12-30,2019-12-31,102
Coldplay,2,220,2017-01-24,2017-01-25,104
Apache 207,2,220,2019-12-27,2019-12-28,151
Becky G,2,220,2018-12-18,2018-12-19,74
Polimá Westcoast,2,220,2022-08-23,2022-08-24,93
Polimá Westcoast,2,220,2022-07-04,2022-07-08,47
Regard,2,220,2021-05-17,2021-05-18,137
Regard,2,220,2021-05-03,2021-05-04,97
Polimá Westcoast,2,220,2022-06-24,2022-06-25,44
Apache 207,2,220,2019-11-28,2019-11-29,91
Regard,2,220,2021-04-26,2021-04-27,79
Regard,2,220,2021-04-22,2021-04-23,79
Regard,2,220,2021-04-19,2021-04-20,126
Queen,2,220,2021-04-07,2021-04-08,135
ITZY,2,220,2021-09-26,2021-09-27,81
Queen,2,220,2021-05-12,2021-05-13,126
Queen,2,220,2021-04-10,2021-04-11,134
Selena Gomez,2,220,2021-05-28,2021-05-29,73
Panic! At The Disco,2,219,2019-12-01,2019-12-02,134
Coldplay,2,219,2017-02-06,2017-02-07,137
Sidhu Moose Wala,2,218,2022-06-04,2022-06-05,120
Shawn Mendes,2,218,2018-08-08,2018-08-09,114
J. Cole,2,218,2022-05-04,2022-05-05,69
24kGoldn,2,218,2020-03-29,2020-03-30,54
Manuel Turizo,2,218,2020-11-23,2020-11-24,28
Sam Feldt,2,218,2019-08-14,2019-08-15,80
Sam Feldt,2,218,2019-07-08,2019-07-09,60
J. Cole,2,218,2023-03-26,2023-03-27,97
J. Cole,2,218,2022-05-01,2022-05-02,70
The Weeknd,2,218,2017-04-11,2017-04-12,29
The Weeknd,2,218,2017-03-23,2017-03-24,21
Sebastian Yatra,2,218,2018-03-31,2018-04-01,165
J. Cole,2,218,2023-01-08,2023-01-09,87
Gene Autry,2,218,2021-12-24,2021-12-25,86
Lauv,2,218,2020-01-05,2020-01-06,65
KSI,2,218,2021-06-27,2021-06-28,110
ElyOtto,2,218,2021-03-07,2021-03-08,51
Jos Blue,2,218,2017-01-22,2017-01-23,37
BTS,2,218,2020-02-02,2020-02-03,57
Sech,2,218,2019-05-08,2019-05-09,15
Sech,2,218,2019-04-25,2019-04-26,16
Julia Michaels,2,218,2018-04-15,2018-04-16,127
Nicky Jam,2,218,2018-06-22,2018-06-23,14
J. Cole,2,218,2022-10-26,2022-10-27,122
Sam Smith,2,218,2018-12-08,2018-12-09,56
J. Cole,2,218,2022-10-09,2022-10-10,91
Cheat Codes,2,218,2017-01-09,2017-01-10,29
J. Cole,2,218,2022-12-04,2022-12-05,115
Shawn Mendes,2,218,2018-07-21,2018-07-22,89
Nicky Jam,2,218,2018-06-15,2018-06-16,10
Halsey,2,218,2019-09-04,2019-09-05,73
J. Cole,2,218,2022-12-07,2022-12-08,124
Halsey,2,218,2019-09-07,2019-09-08,76
J. Cole,2,218,2022-08-21,2022-08-22,129
24kGoldn,2,218,2020-04-26,2020-04-27,73
Sebastian Yatra,2,218,2017-11-17,2017-11-18,60
J. Cole,2,218,2023-04-17,2023-04-18,89
24kGoldn,2,218,2020-05-20,2020-05-21,100
J. Cole,2,218,2022-09-18,2022-09-19,128
Willy William,2,218,2017-10-27,2017-10-28,14
J. Cole,2,218,2023-04-30,2023-05-01,89
Willy William,2,218,2017-11-03,2017-11-04,17
ElyOtto,2,218,2021-02-21,2021-02-22,104
Sebastian Yatra,2,218,2017-12-19,2017-12-20,90
Sebastian Yatra,2,218,2018-01-17,2018-01-18,94
ElyOtto,2,218,2021-02-28,2021-03-01,54
Childish Gambino,2,218,2018-06-20,2018-06-21,43
Cheat Codes,2,218,2017-01-24,2017-01-25,29
Willy William,2,218,2017-11-10,2017-11-11,19
Sebastian Yatra,2,218,2018-01-26,2018-01-27,86
Danny Ocean,2,218,2018-01-17,2018-01-18,62
Willy William,2,218,2017-11-29,2017-11-30,36
Sam Smith,2,218,2018-12-01,2018-12-02,48
Gene Autry,2,218,2018-12-24,2018-12-25,85
Danny Ocean,2,218,2018-01-31,2018-02-01,69
J. Cole,2,218,2022-10-23,2022-10-24,121
Danny Ocean,2,218,2018-02-07,2018-02-08,70
J. Cole,2,218,2022-11-13,2022-11-14,118
Coldplay,2,218,2017-02-20,2017-02-21,183
Big Sean,2,218,2017-07-13,2017-07-14,51
Danny Ocean,2,218,2018-03-31,2018-04-01,67
24kGoldn,2,218,2020-04-14,2020-04-15,59
J. Cole,2,218,2022-11-16,2022-11-17,109
Danny Ocean,2,218,2018-05-02,2018-05-03,105
j-hope,2,218,2019-09-27,2019-09-28,92
Sebastian Yatra,2,218,2018-02-06,2018-02-07,108
Sebastian Yatra,2,218,2018-03-07,2018-03-08,127
J. Cole,2,218,2023-02-26,2023-02-27,99
Manuel Turizo,2,218,2020-10-31,2020-11-01,30
24kGoldn,2,218,2020-04-05,2020-04-06,60
Shawn Mendes,2,218,2018-08-11,2018-08-12,113
J. Cole,2,218,2022-04-14,2022-04-15,84
Sia,2,218,2017-02-02,2017-02-03,79
Shawn Mendes,2,218,2018-08-04,2018-08-05,116
J. Cole,2,218,2022-11-27,2022-11-28,106
J. Cole,2,218,2022-08-07,2022-08-08,133
Sebastian Yatra,2,218,2017-12-04,2017-12-05,77
Manuel Turizo,2,218,2020-11-03,2020-11-04,27
Manuel Turizo,2,218,2020-11-06,2020-11-07,21
J. Cole,2,218,2022-03-13,2022-03-14,108
J. Cole,2,218,2022-04-03,2022-04-04,93
J. Cole,2,218,2022-07-17,2022-07-18,123
J. Cole,2,218,2022-07-10,2022-07-11,118
KSI,2,218,2021-06-18,2021-06-19,57
J. Cole,2,218,2022-06-12,2022-06-13,100
BTS,2,218,2020-02-15,2020-02-16,131
J. Cole,2,218,2022-01-27,2022-01-28,161
Nicky Jam,2,217,2019-04-05,2019-04-06,45
Nicky Jam,2,217,2019-11-06,2019-11-07,49
Arctic Monkeys,2,217,2021-12-05,2021-12-06,146
Arctic Monkeys,2,217,2021-12-26,2021-12-27,145
Myke Towers,2,217,2020-04-18,2020-04-19,60
The Chainsmokers,2,216,2018-01-14,2018-01-15,72
Bazzi,2,216,2019-01-26,2019-01-27,77
Bazzi,2,216,2019-03-16,2019-03-17,133
Darell,2,216,2019-10-18,2019-10-19,54
Darell,2,216,2019-09-27,2019-09-28,31
Darell,2,216,2019-09-20,2019-09-21,33
Darell,2,216,2019-09-13,2019-09-14,31
Darell,2,216,2019-08-16,2019-08-17,15
KAROL G,2,216,2020-05-26,2020-05-27,37
Famous Dex,2,216,2017-12-26,2017-12-27,70
Famous Dex,2,216,2017-11-17,2017-11-18,128
Famous Dex,2,216,2017-11-20,2017-11-21,107
Justin Bieber,2,216,2020-09-17,2020-09-18,4
Enrique Iglesias,2,216,2018-01-12,2018-01-13,53
Enrique Iglesias,2,216,2018-05-16,2018-05-17,158
Vice,2,216,2017-01-23,2017-01-24,92
BTS,2,216,2023-01-01,2023-01-02,64
BTS,2,216,2022-12-26,2022-12-27,55
Vice,2,216,2017-02-02,2017-02-03,93
Vice,2,216,2017-02-20,2017-02-21,177
Vice,2,216,2017-02-24,2017-02-25,179
Famous Dex,2,216,2018-02-26,2018-02-27,87
KAROL G,2,216,2019-11-15,2019-11-16,14
Famous Dex,2,216,2018-03-05,2018-03-06,91
KAROL G,2,216,2020-01-16,2020-01-17,3
KAROL G,2,216,2020-03-14,2020-03-15,5
Enrique Iglesias,2,216,2018-06-05,2018-06-09,192
KAROL G,2,216,2020-02-21,2020-02-22,5
Becky G,2,216,2018-10-16,2018-10-17,47
Becky G,2,216,2018-10-31,2018-11-01,49
Rosa Linn,2,216,2023-05-08,2023-05-09,105
Rosa Linn,2,216,2023-05-01,2023-05-02,105
Rosa Linn,2,216,2022-08-14,2022-08-15,19
Rosa Linn,2,216,2022-09-04,2022-09-05,17
Rosa Linn,2,216,2022-09-11,2022-09-12,17
Rosa Linn,2,216,2022-09-17,2022-09-18,18
Rosa Linn,2,216,2022-10-25,2022-10-26,31
Rosa Linn,2,216,2022-11-17,2022-11-18,32
The Chainsmokers,2,216,2017-11-07,2017-11-08,58
Rosa Linn,2,216,2022-11-28,2022-11-29,34
Rosa Linn,2,216,2023-01-22,2023-01-23,33
Rosa Linn,2,216,2023-03-04,2023-03-05,75
Lizzo,2,216,2021-09-01,2021-09-02,88
Rosa Linn,2,216,2023-03-20,2023-03-21,83
Rosa Linn,2,216,2023-04-03,2023-04-04,92
Anuel AA,2,216,2021-06-18,2021-06-19,29
Rosa Linn,2,216,2023-04-17,2023-04-18,102
Rosa Linn,2,216,2023-04-26,2023-04-27,106
Lizzo,2,216,2021-09-13,2021-09-14,145
Kygo,2,216,2018-03-26,2018-03-27,43
Jimin,2,215,2023-03-06,2023-03-17,6
Daddy Yankee,2,215,2021-04-12,2021-04-13,165
Bad Bunny,2,214,2020-10-20,2020-10-21,27
Kygo,2,214,2020-08-10,2020-08-11,83
The Chainsmokers,2,214,2019-03-10,2019-03-11,40
Megan Thee Stallion,2,214,2020-05-25,2020-05-26,20
Megan Thee Stallion,2,214,2020-08-07,2020-08-08,89
Myke Towers,2,214,2020-04-25,2020-04-26,65
Myke Towers,2,214,2020-03-28,2020-03-29,56
Kygo,2,214,2020-07-27,2020-07-28,95
Adele,2,214,2023-05-28,2023-05-29,88
Gun,2,214,2020-07-24,2020-07-25,140
Adele,2,214,2023-05-17,2023-05-18,66
Adele,2,214,2023-05-14,2023-05-15,69
Adele,2,214,2023-04-05,2023-04-06,126
Adele,2,214,2023-04-02,2023-04-03,127
XXXTENTACION,2,214,2022-06-19,2022-06-20,105
Nicky Jam,2,214,2019-04-15,2019-04-16,34
Adele,2,214,2023-02-13,2023-02-14,110
Adele,2,214,2023-02-02,2023-02-03,97
Adele,2,214,2023-01-29,2023-01-30,109
P!nk,2,214,2023-02-03,2023-02-04,94
WILLOW,2,214,2021-06-03,2021-06-04,146
Myke Towers,2,214,2021-12-06,2021-12-07,156
Myke Towers,2,214,2020-05-13,2020-05-14,81
Luis Fonsi,2,214,2018-03-09,2018-03-10,19
Frank Ocean,2,214,2019-11-12,2020-04-03,58
The Chainsmokers,2,214,2019-03-03,2019-03-04,36
Hearts & Colors,2,214,2017-01-14,2017-01-15,68
Hearts & Colors,2,214,2017-01-23,2017-01-24,76
Hearts & Colors,2,214,2017-02-05,2017-02-06,75
Megan Thee Stallion,2,214,2020-05-06,2020-05-07,14
Dímelo Flow,2,214,2019-11-01,2019-11-02,130
Dímelo Flow,2,214,2019-10-29,2019-10-30,137
Megan Thee Stallion,2,214,2020-05-18,2020-05-19,21
Hearts & Colors,2,214,2017-02-15,2017-02-16,83
Keala Settle,2,213,2018-02-18,2018-02-19,42
Frank Ocean,2,213,2019-10-25,2019-11-03,82
Luciano,2,212,2020-07-03,2020-07-17,90
Jay Rock,2,212,2018-06-23,2018-06-24,183
Jay Rock,2,212,2018-06-20,2018-06-21,177
Jay Rock,2,212,2018-06-13,2018-06-14,135
Jay Rock,2,212,2018-06-10,2018-06-11,142
Jay Rock,2,212,2018-05-26,2018-05-27,119
Jay Rock,2,212,2018-05-20,2018-05-21,109
Jay Rock,2,212,2018-03-26,2018-03-27,42
Jay Rock,2,212,2018-03-04,2018-03-05,27
Jay Rock,2,212,2018-02-18,2018-02-19,27
Jay Rock,2,212,2018-02-08,2018-02-09,26
IVE,2,212,2022-01-22,2022-01-23,144
IVE,2,212,2022-01-16,2022-01-17,124
IVE,2,212,2022-01-09,2022-01-10,115
IVE,2,212,2021-12-19,2021-12-20,121
IVE,2,212,2021-12-12,2021-12-13,110
IVE,2,212,2021-12-08,2021-12-09,103
Anitta,2,212,2022-09-17,2023-02-18,135
Yung Lean,2,212,2022-02-27,2022-02-28,85
J Balvin,2,212,2019-05-08,2019-05-09,29
Yung Lean,2,212,2022-03-13,2022-03-14,138
Avicii,2,212,2019-09-25,2019-09-26,157
Avicii,2,212,2019-10-07,2019-10-08,193
Nicki Minaj,2,212,2017-07-24,2017-07-25,101
Nicki Minaj,2,212,2017-06-19,2017-06-20,46
Nicki Minaj,2,212,2017-06-08,2017-06-09,41
Nicky Jam,2,212,2021-08-13,2021-08-14,50
Nicky Jam,2,212,2021-08-04,2021-08-05,51
Nicky Jam,2,212,2021-07-01,2021-07-02,15
Paramore,2,212,2017-04-20,2017-04-21,59
Paramore,2,212,2017-05-21,2017-05-22,134
Martin Garrix,2,212,2019-02-27,2019-02-28,95
Martin Garrix,2,212,2019-03-06,2019-03-07,135
Martin Garrix,2,212,2019-03-31,2019-04-01,145
Apache 207,2,212,2021-01-01,2021-01-02,95
Future,2,212,2021-09-03,2021-09-04,4
Jay Rock,2,212,2018-06-26,2018-06-27,173
Yung Lean,2,212,2022-02-06,2022-02-07,44
Yung Lean,2,212,2022-02-09,2022-02-10,43
Camila Cabello,2,212,2022-05-25,2022-05-26,21
Henrique & Juliano,2,211,2021-12-10,2021-12-11,101
Foster The People,2,210,2017-08-24,2017-12-31,96
Future,2,210,2023-02-06,2023-02-07,44
Nicky Jam,2,210,2018-05-18,2018-05-19,7
Nicky Jam,2,210,2018-04-25,2018-04-26,7
Nicky Jam,2,210,2018-04-21,2018-04-22,7
Selena Gomez,2,210,2022-11-17,2022-11-18,23
Lil Skies,2,210,2018-01-21,2018-01-22,100
CNCO,2,210,2017-08-04,2017-08-05,54
CNCO,2,210,2017-07-22,2017-07-23,57
CNCO,2,210,2017-07-08,2017-07-09,49
Future,2,210,2018-03-02,2018-03-03,60
Lil Skies,2,210,2018-03-04,2018-03-05,91
CNCO,2,210,2017-06-30,2017-07-01,53
CNCO,2,210,2017-06-22,2017-06-23,55
CNCO,2,210,2017-06-01,2017-06-03,58
CNCO,2,210,2017-05-26,2017-05-27,61
CNCO,2,210,2017-05-19,2017-05-20,66
CNCO,2,210,2017-05-16,2017-05-17,77
CNCO,2,210,2017-05-03,2017-05-04,92
Skylar Grey,2,210,2021-10-24,2021-10-25,99
Bazzi,2,210,2018-04-29,2018-04-30,35
Taylor Swift,2,210,2021-02-11,2021-02-12,2
Daddy Yankee,2,210,2017-03-31,2017-04-01,71
Rita Ora,2,210,2018-11-22,2018-11-23,24
Little Mix,2,210,2018-11-16,2018-11-17,21
Ski Mask The Slump God,2,210,2018-12-26,2018-12-27,141
Zé Neto & Cristiano,2,210,2021-10-08,2021-10-09,95
Maluma,2,210,2019-10-09,2019-10-10,70
Kygo,2,209,2020-09-17,2020-09-18,89
Sam Smith,2,209,2022-12-26,2022-12-27,2
Young Thug,2,208,2018-10-08,2018-10-09,174
Lasso,2,208,2022-07-04,2022-07-05,95
Clinton Kane,2,208,2021-09-19,2021-09-20,72
Clinton Kane,2,208,2021-09-22,2021-09-23,70
Selena Gomez,2,208,2017-06-26,2017-06-27,25
Clinton Kane,2,208,2021-09-26,2021-09-27,75
Lauv,2,208,2020-03-01,2020-03-02,146
Duki,2,208,2019-10-18,2019-10-19,124
Clinton Kane,2,208,2021-10-03,2021-10-04,77
Clinton Kane,2,208,2021-10-10,2021-10-11,82
Lasso,2,208,2022-07-25,2022-07-26,71
Lasso,2,208,2022-08-12,2022-08-13,73
Duki,2,208,2019-08-19,2019-08-20,131
Lasso,2,208,2022-08-22,2022-08-23,71
Black Eyed Peas,2,208,2020-05-04,2020-05-05,67
Twenty One Pilots,2,208,2021-04-11,2021-04-12,50
Black Eyed Peas,2,208,2020-06-05,2020-06-06,30
Black Eyed Peas,2,208,2020-06-12,2020-06-13,26
Duki,2,208,2019-09-07,2019-09-08,100
tha Supreme,2,208,2019-11-08,2019-11-09,85
Duki,2,208,2019-09-10,2019-09-11,97
Clinton Kane,2,208,2021-11-07,2021-11-08,102
Jon Bellion,2,208,2017-04-18,2017-04-19,94
Jon Bellion,2,208,2017-04-08,2017-04-09,73
Jon Bellion,2,208,2017-03-12,2017-03-13,39
Jon Bellion,2,208,2017-03-05,2017-03-06,45
Jon Bellion,2,208,2017-02-26,2017-02-27,31
Jon Bellion,2,208,2017-02-19,2017-02-20,29
Jon Bellion,2,208,2017-02-05,2017-02-06,30
Jon Bellion,2,208,2017-01-25,2017-01-26,36
Jon Bellion,2,208,2017-01-22,2017-01-23,38
Sia,2,208,2018-08-27,2018-08-28,70
Young Thug,2,208,2018-10-12,2018-10-13,152
Kygo,2,208,2018-10-08,2018-10-09,107
Jon Bellion,2,208,2017-04-29,2017-04-30,97
Jon Bellion,2,208,2017-05-06,2017-05-07,111
Kodak Black,2,208,2017-09-11,2017-09-12,82
Jon Bellion,2,208,2017-05-27,2017-05-28,169
Clinton Kane,2,208,2021-11-15,2021-11-16,180
Lauv,2,208,2020-02-24,2020-02-25,105
Mahmood,2,208,2019-06-01,2019-06-02,97
Selena Gomez,2,208,2017-05-18,2017-05-19,5
Selena Gomez,2,208,2017-06-15,2017-06-16,25
Duki,2,208,2019-09-13,2019-09-14,82
Lasso,2,208,2022-06-30,2022-07-01,117
Clinton Kane,2,208,2021-08-22,2021-08-23,74
Clinton Kane,2,208,2021-09-01,2021-09-02,73
Swae Lee,2,207,2018-10-18,2018-10-19,6
blackbear,2,207,2017-06-04,2017-06-05,90
blackbear,2,207,2017-04-30,2017-05-01,71
INTERWORLD,2,206,2023-01-28,2023-01-29,98
INTERWORLD,2,206,2023-04-04,2023-04-05,131
INTERWORLD,2,206,2023-04-15,2023-04-16,151
INTERWORLD,2,206,2023-01-25,2023-01-26,96
INTERWORLD,2,206,2023-01-14,2023-01-15,103
INTERWORLD,2,206,2023-03-11,2023-03-12,105
INTERWORLD,2,206,2023-03-25,2023-03-26,128
Keala Settle,2,206,2018-03-04,2018-03-05,43
Keala Settle,2,206,2018-03-31,2018-04-01,87
Keala Settle,2,206,2018-04-03,2018-04-04,86
Melanie Thornton,2,206,2020-12-24,2021-12-24,80
INTERWORLD,2,206,2023-01-01,2023-01-02,92
Sech,2,206,2020-12-29,2020-12-30,38
INTERWORLD,2,206,2022-12-18,2022-12-19,175
A Boogie Wit da Hoodie,2,206,2017-05-20,2017-05-21,107
Sech,2,206,2020-12-26,2020-12-27,38
INTERWORLD,2,206,2022-12-15,2022-12-16,191
